Accession_No,Mapping_Order,Full_name,Genus,Species,Origin,Leaf_no,Latitude,Longitude,Height_ft,Sun_Exposure_percent,Distance_from_Road_ft,Leaf_Accessibility,Gall_Presence,Leaf_Herbivory
W40-109,12,Prunus serotina,Prunus,serotina,Native,1,40.651994,-73.995888,55,25,50,low,N,3
W40-109,12,Prunus serotina,Prunus,serotina,Native,2,40.651994,-73.995888,55,25,50,low,N,2
W40-109,12,Prunus serotina,Prunus,serotina,Native,3,40.651994,-73.995888,55,25,50,low,N,4
W40-109,12,Prunus serotina,Prunus,serotina,Native,4,40.651994,-73.995888,55,25,50,low,N,2
W40-109,12,Prunus serotina,Prunus,serotina,Native,5,40.651994,-73.995888,55,25,50,low,N,2
W40-109,12,Prunus serotina,Prunus,serotina,Native,6,40.651994,-73.995888,55,25,50,low,N,6
W40-109,12,Prunus serotina,Prunus,serotina,Native,7,40.651994,-73.995888,55,25,50,low,N,4
W40-109,12,Prunus serotina,Prunus,serotina,Native,8,40.651994,-73.995888,55,25,50,low,N,22
W40-109,12,Prunus serotina,Prunus,serotina,Native,9,40.651994,-73.995888,55,25,50,low,N,5
W40-109,12,Prunus serotina,Prunus,serotina,Native,10,40.651994,-73.995888,55,25,50,low,N,2
W06-183,11,Prunus serotina,Prunus,serotina,Native,1,40.653612,-73.997067,31,50,50,medium,N,10
W06-183,11,Prunus serotina,Prunus,serotina,Native,2,40.653612,-73.997067,31,50,50,medium,N,5
W06-183,11,Prunus serotina,Prunus,serotina,Native,3,40.653612,-73.997067,31,50,50,medium,N,71
W06-183,11,Prunus serotina,Prunus,serotina,Native,4,40.653612,-73.997067,31,50,50,medium,N,2
W06-183,11,Prunus serotina,Prunus,serotina,Native,5,40.653612,-73.997067,31,50,50,medium,N,3
W06-183,11,Prunus serotina,Prunus,serotina,Native,6,40.653612,-73.997067,31,50,50,medium,N,3
W06-183,11,Prunus serotina,Prunus,serotina,Native,7,40.653612,-73.997067,31,50,50,medium,N,4
W06-183,11,Prunus serotina,Prunus,serotina,Native,8,40.653612,-73.997067,31,50,50,medium,N,5
W06-183,11,Prunus serotina,Prunus,serotina,Native,9,40.653612,-73.997067,31,50,50,medium,N,5
W06-183,11,Prunus serotina,Prunus,serotina,Native,10,40.653612,-73.997067,31,50,50,medium,N,3
W35-197,13,Prunus serotina,Prunus,serotina,Native,1,40.649774,-73.995688,35,25,25,medium,N,2
W35-197,13,Prunus serotina,Prunus,serotina,Native,2,40.649774,-73.995688,35,25,25,medium,N,1
W35-197,13,Prunus serotina,Prunus,serotina,Native,3,40.649774,-73.995688,35,25,25,medium,N,6
W35-197,13,Prunus serotina,Prunus,serotina,Native,4,40.649774,-73.995688,35,25,25,medium,N,4
W35-197,13,Prunus serotina,Prunus,serotina,Native,5,40.649774,-73.995688,35,25,25,medium,N,26
W35-197,13,Prunus serotina,Prunus,serotina,Native,6,40.649774,-73.995688,35,25,25,medium,N,2
W35-197,13,Prunus serotina,Prunus,serotina,Native,7,40.649774,-73.995688,35,25,25,medium,N,5
W35-197,13,Prunus serotina,Prunus,serotina,Native,8,40.649774,-73.995688,35,25,25,medium,N,1
W35-197,13,Prunus serotina,Prunus,serotina,Native,9,40.649774,-73.995688,35,25,25,medium,N,1
W35-197,13,Prunus serotina,Prunus,serotina,Native,10,40.649774,-73.995688,35,25,25,medium,N,3
W35-265,14,Prunus serotina,Prunus,serotina,Native,1,40.649172,-73.996158,31,50,25,high,N,3
W35-265,14,Prunus serotina,Prunus,serotina,Native,2,40.649172,-73.996158,31,50,25,high,N,3
W35-265,14,Prunus serotina,Prunus,serotina,Native,3,40.649172,-73.996158,31,50,25,high,N,0
W35-265,14,Prunus serotina,Prunus,serotina,Native,4,40.649172,-73.996158,31,50,25,high,N,2
W35-265,14,Prunus serotina,Prunus,serotina,Native,5,40.649172,-73.996158,31,50,25,high,N,2
W35-265,14,Prunus serotina,Prunus,serotina,Native,6,40.649172,-73.996158,31,50,25,high,N,1
W35-265,14,Prunus serotina,Prunus,serotina,Native,7,40.649172,-73.996158,31,50,25,high,N,4
W35-265,14,Prunus serotina,Prunus,serotina,Native,8,40.649172,-73.996158,31,50,25,high,N,1
W35-265,14,Prunus serotina,Prunus,serotina,Native,9,40.649172,-73.996158,31,50,25,high,N,3
W35-265,14,Prunus serotina,Prunus,serotina,Native,10,40.649172,-73.996158,31,50,25,high,N,2
E26-215,18,Prunus serotina,Prunus,serotina,Native,1,40.651844,-73.986414,67,50,25,low,N,4
E26-215,18,Prunus serotina,Prunus,serotina,Native,2,40.651844,-73.986414,67,50,25,low,N,2
E26-215,18,Prunus serotina,Prunus,serotina,Native,3,40.651844,-73.986414,67,50,25,low,N,53
E26-215,18,Prunus serotina,Prunus,serotina,Native,4,40.651844,-73.986414,67,50,25,low,N,3
E26-215,18,Prunus serotina,Prunus,serotina,Native,5,40.651844,-73.986414,67,50,25,low,N,1
E26-215,18,Prunus serotina,Prunus,serotina,Native,6,40.651844,-73.986414,67,50,25,low,N,2
E26-215,18,Prunus serotina,Prunus,serotina,Native,7,40.651844,-73.986414,67,50,25,low,N,3
E26-215,18,Prunus serotina,Prunus,serotina,Native,8,40.651844,-73.986414,67,50,25,low,N,3
E26-215,18,Prunus serotina,Prunus,serotina,Native,9,40.651844,-73.986414,67,50,25,low,N,2
E26-215,18,Prunus serotina,Prunus,serotina,Native,10,40.651844,-73.986414,67,50,25,low,N,5
E26-175,20,Prunus serotina,Prunus,serotina,Native,1,40.652095,-73.985724,68,50,50,low,N,3
E26-175,20,Prunus serotina,Prunus,serotina,Native,2,40.652095,-73.985724,68,50,50,low,N,0
E26-175,20,Prunus serotina,Prunus,serotina,Native,3,40.652095,-73.985724,68,50,50,low,N,3
E26-175,20,Prunus serotina,Prunus,serotina,Native,4,40.652095,-73.985724,68,50,50,low,N,11
E26-175,20,Prunus serotina,Prunus,serotina,Native,5,40.652095,-73.985724,68,50,50,low,N,2
E26-175,20,Prunus serotina,Prunus,serotina,Native,6,40.652095,-73.985724,68,50,50,low,N,2
E26-175,20,Prunus serotina,Prunus,serotina,Native,7,40.652095,-73.985724,68,50,50,low,N,0
E26-175,20,Prunus serotina,Prunus,serotina,Native,8,40.652095,-73.985724,68,50,50,low,N,1
E26-175,20,Prunus serotina,Prunus,serotina,Native,9,40.652095,-73.985724,68,50,50,low,N,4
E26-175,20,Prunus serotina,Prunus,serotina,Native,10,40.652095,-73.985724,68,50,50,low,N,9
